Id,SalePrice
1701,270345.25
1702,252677.97
1703,238384.67
1704,307567.22
1705,220301.94
1706,479663.16
1707,206522.58
1708,196895.45
1709,263979.6
1710,219633.06
1711,251623.47
1712,226993.67
1713,300813.2
1714,242174.19
1715,209822.11
1716,169890.97
1717,159609.08
1718,136265.55
1719,184212.52
1720,228177.33
1721,137930.72
1722,124312.195
1723,154886.8
1724,196089.94
1725,242822.44
1726,189399.42
1727,166780.14
1728,172653.31
1729,150000.25
1730,140464.39
1731,121753.695
1732,139019.86
1733,119393.71
1734,117842.086
1735,136678.05
1736,116309.586
1737,342753.06
1738,205902.75
1739,267821.66
1740,210159.08
1741,221239.83
1742,172520.81
1743,174358.89
1744,277173.03
1745,222379.77
1746,180647.47
1747,191248.02
1748,230140.17
1749,158198.75
1750,125728.68
1751,224368.7
1752,128326.6
1753,146616.12
1754,179431.3
1755,179440.8
1756,127960.83
1757,104631.7
1758,167099.42
1759,158072.23
1760,175176.05
1761,152281.12
1762,187001.17
1763,167167.64
1764,109340.62
1765,175121.31
1766,164181.27
1767,190278.16
1768,150868.95
1769,147879.95
1770,137810.55
1771,131864.05
1772,147098.86
1773,137959.38
1774,152632.9
1775,130648.27
1776,108801.21
1777,104229.695
1778,147123.45
1779,112926.3
1780,158796.39
1781,132276.06
1782,97753.87
1783,132669.39
1784,100290.234
1785,109700.08
1786,134582.52
1787,152090.02
1788,76131.234
1789,98470.62
1790,88142.984
1791,232243.31
1792,129882.266
1793,136975.58
1794,148449.34
1795,120388.125
1796,115521.97
1797,123852.3
1798,121823.625
1799,104341.07
1800,125928.52
1801,110190.4
1802,107360.414
1803,154768.66
1804,148799.72
1805,134951.55
1806,114460.414
1807,129136.11
1808,113438.14
1809,127328.25
1810,136731.66
1811,99629.016
1812,112106.195
1813,114111.84
1814,93207.8
1815,65649.86
1816,98532.17
1817,139877.03
1818,154804.81
1819,122475.78
1820,79702.19
1821,101671.04
1822,140295.28
1823,70951.734
1824,132289.11
1825,105297.65
1826,112683.68
1827,104127.03
1828,127527.37
1829,148822.1
1830,150205.61
1831,131451.58
1832,91482.06
1833,137149.14
1834,115051.95
1835,104903.27
1836,113171.55
1837,110785.11
1838,118390.445
1839,80380.055
1840,143483.95
1841,134429.6
1842,103449.05
1843,142977.61
1844,127744.695
1845,149337.48
1846,139527.62
1847,161233.88
1848,79386.07
1849,116916.67
1850,120517.22
1851,145998.22
1852,121699.234
1853,153033.7
1854,154634.39
1855,141856.97
1856,208435.39
1857,167157.3
1858,134745.11
1859,106200.58
1860,162928.34
1861,105660.72
1862,292837.03
1863,283056.62
1864,283152.12
1865,324198.56
1866,324812.44
1867,225497.23
1868,335362.88
1869,210463.88
1870,220956.0
1871,246097.11
1872,180035.58
1873,249877.47
1874,145982.1
1875,195943.05
1876,199683.34
1877,227158.58
1878,197512.31
1879,129758.93
1880,137180.17
1881,285520.22
1882,235673.77
1883,190479.61
1884,189458.84
1885,236822.1
1886,291000.75
1887,203610.58
1888,276757.22
1889,177263.42
1890,137461.94
1891,127486.914
1892,108652.02
1893,131737.66
1894,113000.484
1895,133496.66
1896,121929.875
1897,134996.64
1898,102395.13
1899,142610.05
1900,115674.414
1901,164390.62
1902,152837.81
1903,186768.42
1904,143770.44
1905,191922.97
1906,148600.27
1907,223976.19
1908,102969.06
1909,128244.445
1910,120754.445
1911,193907.64
1912,325451.56
1913,135183.94
1914,73945.18
1915,293068.3
1916,86742.78
1917,235969.89
1918,122572.68
1919,160135.47
1920,145422.39
1921,415209.16
1922,296088.12
1923,197977.39
1924,248117.53
1925,204131.25
1926,400789.75
1927,127183.75
1928,142434.47
1929,117153.984
1930,115907.43
1931,144052.06
1932,134608.67
1933,191718.17
1934,188637.81
1935,165305.84
1936,196907.52
1937,182328.48
1938,177490.83
1939,237571.19
1940,172264.94
1941,172369.75
1942,197361.8
1943,187669.73
1944,324669.88
1945,345595.62
1946,131234.66
1947,272382.4
1948,158538.89
1949,224809.89
1950,182215.03
1951,288085.34
1952,225039.28
1953,173922.86
1954,167755.9
1955,117702.24
1956,389869.1
1957,142160.44
1958,316479.28
1959,151329.73
1960,105085.28
1961,122422.375
1962,91639.68
1963,101057.5
1964,103539.87
1965,143722.98
1966,118234.36
1967,296541.7
1968,460143.34
1969,390096.88
1970,452507.5
1971,455842.16
1972,378333.8
1973,240780.1
1974,333455.12
1975,515433.44
1976,271941.1
1977,353814.7
1978,416406.34
1979,295406.16
1980,211764.11
1981,326144.94
1982,213250.28
1983,195644.97
1984,166317.95
1985,220502.31
1986,219031.06
1987,174465.7
1988,185019.19
1989,196227.9
1990,215766.69
1991,231234.36
1992,219668.34
1993,170018.14
1994,257573.27
1995,182582.06
1996,249756.08
1997,281527.47
1998,372556.44
1999,254787.56
2000,283746.06
2001,245430.72
2002,244276.6
2003,251510.17
2004,263993.4
2005,218861.95
2006,200565.06
2007,249651.77
2008,222225.12
2009,187105.19
2010,181805.05
2011,139594.2
2012,167950.0
2013,191458.98
2014,195936.86
2015,208491.23
2016,201900.97
2017,192053.66
2018,131821.81
2019,123265.51
2020,96346.47
2021,118477.44
2022,172118.33
2023,149669.78
2024,273180.1
2025,348952.44
2026,175929.67
2027,158121.16
2028,149375.27
2029,155599.2
2030,256116.52
2031,226679.75
2032,248498.98
2033,252553.86
2034,165356.25
2035,218543.42
2036,185076.89
2037,187950.52
2038,256843.94
2039,198510.69
2040,387341.7
2041,239405.78
2042,194007.1
2043,158607.47
2044,159010.2
2045,182263.47
2046,119243.08
2047,137066.27
2048,122286.71
2049,132239.48
2050,181171.7
2051,101851.0
2052,124744.35
2053,133814.81
2054,95435.91
2055,154903.86
2056,125002.39
2057,126311.625
2058,221660.88
2059,147052.1
2060,170860.34
2061,166672.38
2062,129745.95
2063,111402.52
2064,139205.89
2065,118141.15
2066,166473.95
2067,124705.664
2068,137173.58
2069,85179.875
2070,106464.0
2071,94814.266
2072,167170.75
2073,125983.14
2074,158397.3
2075,134910.58
2076,122054.2
2077,162942.22
2078,131525.34
2079,118651.484
2080,105692.59
2081,124642.1
2082,93311.164
2083,138642.4
2084,102039.85
2085,115960.23
2086,93901.89
2087,99117.58
2088,93152.58
2089,78335.66
2090,123857.74
2091,115894.445
2092,116123.06
2093,131652.42
2094,114928.66
2095,145732.97
2096,80714.875
2097,93263.21
2098,145094.31
2099,66060.74
2100,101139.26
2101,117346.164
2102,110652.24
2103,91248.375
2104,145914.88
2105,117678.45
2106,89269.08
2107,188836.66
2108,103607.33
2109,101054.96
2110,135365.7
2111,119444.51
2112,135883.12
2113,116308.1
2114,97285.94
2115,143710.06
2116,106830.97
2117,124905.86
2118,122080.42
2119,105099.65
2120,115275.86
2121,83296.53
2122,112257.44
2123,82798.055
2124,152017.34
2125,130755.3
2126,157769.97
2127,140130.72
2128,127327.46
2129,101051.66
2130,124477.45
2131,121198.91
2132,103194.69
2133,116598.85
2134,120708.76
2135,82705.48
2136,103540.625
2137,103182.086
2138,124013.05
2139,128508.63
2140,132955.9
2141,120180.81
2142,130627.1
2143,150884.69
2144,113621.27
2145,131607.89
2146,145023.62
2147,173426.55
2148,127417.77
2149,146030.9
2150,194194.56
2151,102006.62
2152,128233.766
2153,161856.17
2154,117789.375
2155,123463.805
2156,265662.75
2157,244647.67
2158,232264.38
2159,189697.56
2160,182724.6
2161,242815.36
2162,458542.25
2163,341017.94
2164,237970.94
2165,168196.19
2166,145353.47
2167,223563.12
2168,202860.48
2169,203682.92
2170,208742.83
2171,138872.45
2172,140641.12
2173,151871.88
2174,225918.11
2175,272244.16
2176,300340.4
2177,261303.58
2178,189369.25
2179,148437.8
2180,239252.38
2181,177252.31
2182,220714.8
2183,182611.31
2184,113696.78
2185,122153.805
2186,131365.67
2187,139061.23
2188,141658.23
2189,239941.95
2190,86091.99
2191,85993.86
2192,97604.16
2193,118294.26
2194,97008.76
2195,124575.4
2196,101355.04
2197,123366.945
2198,141075.38
2199,164710.94
2200,132474.1
2201,144773.47
2202,164719.23
2203,162062.7
2204,175739.22
2205,116740.305
2206,150697.31
2207,192257.75
2208,209402.88
2209,133316.77
2210,106178.305
2211,105388.74
2212,97686.53
2213,101848.48
2214,134685.19
2215,89281.49
2216,153649.62
2217,76618.8
2218,84204.266
2219,77873.1
2220,93390.58
2221,293976.44
2222,280747.6
2223,273761.8
2224,186102.1
2225,134286.44
2226,206810.86
2227,211126.6
2228,257056.48
2229,265069.3
2230,151352.77
2231,193028.27
2232,164959.14
2233,196030.53
2234,241490.77
2235,255214.36
2236,303189.84
2237,397774.66
2238,191118.0
2239,106943.35
2240,152542.19
2241,154776.56
2242,133251.97
2243,125661.02
2244,103704.945
2245,107742.766
2246,136261.12
2247,90286.59
2248,108941.98
2249,126018.91
2250,114823.32
2251,169902.33
2252,164832.58
2253,153733.75
2254,169389.73
2255,192544.48
2256,175361.8
2257,208404.73
2258,159483.6
2259,161856.39
2260,134061.9
2261,164547.83
2262,210502.94
2263,352108.47
2264,223291.5
2265,207327.39
2266,272181.84
2267,421103.16
2268,373401.44
2269,143427.89
2270,173909.47
2271,205969.84
2272,196405.17
2273,158738.4
2274,188993.28
2275,158842.19
2276,185399.38
2277,165382.78
2278,137279.45
2279,126315.42
2280,102801.67
2281,183049.08
2282,205611.53
2283,100264.92
2284,108332.22
2285,126196.54
2286,116005.016
2287,349161.38
2288,281499.0
2289,419779.75
2290,461932.34
2291,328001.22
2292,410654.72
2293,510121.1
2294,418022.0
2295,510841.88
2296,319782.72
2297,295102.94
2298,326986.3
2299,445565.78
2300,352287.84
2301,253877.44
2302,266959.88
2303,227696.11
2304,237782.02
2305,206664.17
2306,205885.14
2307,210837.98
2308,219686.53
2309,255805.92
2310,203082.0
2311,220172.66
2312,173846.78
2313,177190.58
2314,182603.02
2315,182590.3
2316,192060.58
2317,199434.31
2318,182566.39
2319,175714.83
2320,176896.4
2321,230159.77
2322,183807.77
2323,173005.08
2324,183820.12
2325,213894.83
2326,180211.31
2327,211333.62
2328,222757.17
2329,195463.39
2330,168435.84
2331,390921.3
2332,391763.56
2333,330793.75
2334,252542.44
2335,259897.67
2336,330740.72
2337,176178.62
2338,266583.78
2339,217752.56
2340,418917.0
2341,191738.52
2342,219815.42
2343,235871.2
2344,205713.81
2345,221806.97
2346,198954.16
2347,190190.83
2348,217979.69
2349,169062.67
2350,278599.62
2351,252126.66
2352,263099.9
2353,279678.62
2354,131477.77
2355,144420.64
2356,160901.88
2357,185917.44
2358,195615.17
2359,130986.8
2360,105737.46
2361,145377.5
2362,298114.12
2363,131916.36
2364,151816.58
2365,227591.47
2366,195557.52
2367,201202.64
2368,240665.53
2369,199078.3
2370,156083.95
2371,163596.03
2372,190606.98
2373,255004.72
2374,319109.5
2375,250857.02
2376,355187.44
2377,376882.75
2378,112968.27
2379,205012.36
2380,147444.0
2381,164161.08
2382,165789.86
2383,196082.77
2384,239626.94
2385,145825.27
2386,135807.69
2387,137646.8
2388,95502.32
2389,140795.33
2390,139234.72
2391,150718.36
2392,100808.21
2393,144722.02
2394,136677.25
2395,196186.3
2396,142491.75
2397,188330.61
2398,118557.83
2399,84636.63
2400,64097.254
2401,98682.48
2402,129139.99
2403,137389.08
2404,135084.73
2405,160179.3
2406,144555.47
2407,129164.586
2408,137501.84
2409,132407.75
2410,155774.23
2411,106832.37
2412,148084.95
2413,126859.17
2414,120490.555
2415,128518.82
2416,105802.586
2417,133858.78
2418,123164.586
2419,123981.51
2420,131210.53
2421,161544.1
2422,90043.05
2423,140090.61
2424,125790.02
2425,311814.44
2426,126673.08
2427,138295.5
2428,160669.05
2429,102823.42
2430,130256.945
2431,136536.36
2432,144286.98
2433,134185.69
2434,135742.16
2435,149526.39
2436,97504.73
2437,102002.24
2438,130841.18
2439,113136.94
2440,122410.555
2441,104740.2
2442,99779.76
2443,123398.24
2444,109929.48
2445,95714.66
2446,136462.14
2447,161402.16
2448,135183.98
2449,94443.52
2450,140047.36
2451,127386.03
2452,193860.33
2453,92129.72
2454,112235.71
2455,127085.18
2456,122564.86
2457,110233.445
2458,119379.734
2459,103684.95
2460,128120.55
2461,103176.96
2462,119087.43
2463,123883.19
2464,152800.7
2465,139636.03
2466,119528.19
2467,133604.73
2468,85327.984
2469,97964.25
2470,186454.94
2471,178781.86
2472,167462.75
2473,116265.37
2474,91739.13
2475,191825.52
2476,109878.72
2477,119678.83
2478,152450.02
2479,112404.33
2480,135623.42
2481,137828.9
2482,116567.12
2483,113196.77
2484,127237.9
2485,113524.94
2486,153325.53
2487,230561.6
2488,131906.58
2489,148978.0
2490,144056.77
2491,92271.62
2492,186697.9
2493,122512.51
2494,151567.61
2495,89158.12
2496,250411.62
2497,147098.12
2498,115891.23
2499,95488.266
2500,140357.19
2501,123064.91
2502,139795.1
2503,104182.05
2504,158346.66
2505,207166.27
2506,257802.12
2507,271560.12
2508,261599.23
2509,228882.8
2510,220129.52
2511,171934.45
2512,193345.7
2513,224111.06
2514,213572.9
2515,141077.66
2516,166232.06
2517,138472.86
2518,153579.62
2519,215662.8
2520,210345.27
2521,190065.52
2522,227912.02
2523,120666.016
2524,144459.83
2525,137733.0
2526,151959.34
2527,113677.24
2528,113890.42
2529,142348.89
2530,97662.91
2531,249542.47
2532,235519.97
2533,184673.08
2534,215849.86
2535,306255.84
2536,237598.12
2537,218267.31
2538,180810.9
2539,194367.14
2540,186446.86
2541,177621.6
2542,171856.2
2543,126837.93
2544,139892.17
2545,133131.92
2546,146150.73
2547,128457.54
2548,159275.83
2549,169816.17
2550,831563.1
2551,138084.73
2552,117219.53
2553,88421.75
2554,93608.82
2555,107198.43
2556,102629.4
2557,115452.36
2558,189619.38
2559,131998.2
2560,116743.33
2561,120254.38
2562,119012.21
2563,131684.58
2564,148007.8
2565,133621.22
2566,154321.34
2567,133829.62
2568,208848.89
2569,190294.55
2570,106682.32
2571,202653.75
2572,136698.0
2573,211491.53
2574,225955.66
2575,134665.8
2576,116808.49
2577,153865.31
2578,76835.77
2579,72207.01
2580,121314.65
2581,132431.22
2582,122070.77
2583,277411.72
2584,166367.64
2585,213145.22
2586,228622.69
2587,191676.7
2588,125683.64
2589,147915.92
2590,217389.56
2591,227765.86
2592,203715.86
2593,237570.17
2594,153201.69
2595,178791.56
2596,331614.28
2597,193097.66
2598,292328.06
2599,314877.28
2600,247129.78
2601,150664.52
2602,91947.62
2603,105916.016
2604,92058.72
2605,94237.984
2606,170680.27
2607,192011.38
2608,251354.39
2609,169247.05
2610,113436.516
2611,165405.61
2612,155541.25
2613,125584.9
2614,114149.125
2615,149078.98
2616,146068.27
2617,212667.19
2618,217235.36
2619,187319.44
2620,170674.45
2621,177790.4
2622,173662.6
2623,246997.36
2624,330769.22
2625,351042.06
2626,172649.83
2627,151179.89
2628,397878.4
2629,536753.7
2630,291791.6
2631,436649.7
2632,397679.47
2633,282248.75
2634,359864.84
2635,158051.03
2636,161090.28
2637,176686.34
2638,288009.03
2639,164005.12
2640,139139.95
2641,110374.055
2642,210329.88
2643,104127.48
2644,128571.03
2645,92758.72
2646,95809.71
2647,104037.414
2648,137664.53
2649,145295.83
2650,119191.16
2651,134760.67
2652,396863.28
2653,262586.66
2654,270174.53
2655,398685.47
2656,277965.5
2657,331224.25
2658,273550.72
2659,277049.75
2660,359859.38
2661,358538.0
2662,352047.53
2663,285458.88
2664,238268.77
2665,305617.9
2666,252467.27
2667,176578.47
2668,171596.81
2669,185779.45
2670,274199.28
2671,177511.88
2672,201629.73
2673,209794.45
2674,206168.0
2675,169583.31
2676,192573.12
2677,203288.55
2678,224977.42
2679,260715.16
2680,257133.42
2681,373802.56
2682,327773.3
2683,370430.78
2684,302420.3
2685,282432.94
2686,250020.34
2687,320483.28
2688,198243.34
2689,194045.72
2690,470610.44
2691,196378.25
2692,138032.55
2693,193983.0
2694,130053.59
2695,185954.36
2696,176497.7
2697,187516.31
2698,186379.19
2699,192865.44
2700,165965.22
2701,153838.77
2702,116327.61
2703,111676.52
2704,133267.4
2705,114564.48
2706,107479.766
2707,113375.734
2708,129406.09
2709,108002.15
2710,122947.94
2711,301845.0
2712,374149.12
2713,182434.67
2714,139265.33
2715,171007.5
2716,147331.33
2717,185988.44
2718,197473.4
2719,157463.7
2720,143391.7
2721,135192.9
2722,166861.05
2723,143877.31
2724,117705.22
2725,128347.13
2726,156149.66
2727,184049.7
2728,160281.36
2729,137808.38
2730,123771.95
2731,114750.52
2732,108293.45
2733,165873.39
2734,147095.97
2735,137601.06
2736,141970.31
2737,107704.71
2738,124640.16
2739,150270.47
2740,130703.51
2741,144980.44
2742,155202.38
2743,146302.73
2744,143588.1
2745,140045.23
2746,129226.91
2747,135227.16
2748,111308.836
2749,116174.734
2750,130669.516
2751,117454.945
2752,177704.45
2753,141928.2
2754,342694.06
2755,125564.586
2756,97992.05
2757,77004.76
2758,84903.53
2759,143677.44
2760,151536.23
2761,135996.45
2762,134314.58
2763,187411.48
2764,123722.12
2765,242436.75
2766,136158.55
2767,86296.9
2768,97915.73
2769,137008.23
2770,125840.766
2771,110289.555
2772,113854.79
2773,164046.39
2774,122710.33
2775,107779.94
2776,116731.84
2777,124732.68
2778,86574.805
2779,146496.05
2780,98009.484
2781,86682.94
2782,93906.29
2783,101381.51
2784,118221.69
2785,135910.78
2786,81418.9
2787,105322.336
2788,87805.71
2789,136051.14
2790,94190.32
2791,108836.984
2792,85331.63
2793,149356.5
2794,106222.28
2795,109476.164
2796,106685.26
2797,170648.81
2798,107701.125
2799,97941.25
2800,85108.75
2801,115014.086
2802,122963.05
2803,151717.83
2804,116679.02
2805,92470.28
2806,98537.875
2807,150361.03
2808,136321.08
2809,116684.13
2810,130622.06
2811,164540.1
2812,152172.2
2813,175401.31
2814,155789.44
2815,96282.06
2816,186434.61
2817,141407.34
2818,115731.58
2819,142512.19
2820,152469.34
2821,103975.75
2822,175382.1
2823,413647.44
2824,213996.2
2825,120662.11
2826,120199.23
2827,134678.67
2828,244644.47
2829,193602.11
2830,234959.7
2831,185105.38
2832,274097.28
2833,277027.34
2834,201749.77
2835,219125.55
2836,192356.56
2837,149316.72
2838,133803.44
2839,179379.75
2840,189334.34
2841,202105.05
2842,225428.5
2843,146345.44
2844,146761.06
2845,114529.15
2846,202267.98
2847,197641.77
2848,205734.7
2849,202467.7
2850,278769.88
2851,208881.88
2852,231129.64
2853,226608.52
2854,152026.84
2855,202622.92
2856,202075.8
2857,178854.19
2858,207323.2
2859,127075.64
2860,124019.25
2861,125083.05
2862,190170.33
2863,135949.1
2864,283738.4
2865,135619.47
2866,149702.84
2867,96212.35
2868,111956.96
2869,121536.26
2870,147783.73
2871,89968.01
2872,68013.57
2873,108675.01
2874,130478.37
2875,113915.16
2876,134764.56
2877,130667.51
2878,147866.61
2879,125400.46
2880,108187.34
2881,133670.28
2882,167700.45
2883,170340.08
2884,161410.28
2885,168766.52
2886,254672.78
2887,93957.4
2888,133502.94
2889,76113.484
2890,79557.41
2891,145243.06
2892,63951.316
2893,92536.9
2894,80183.46
2895,302879.4
2896,284111.25
2897,201523.19
2898,130684.0
2899,193930.92
2900,144202.53
2901,154792.52
2902,202685.52
2903,350300.75
2904,354809.06
2905,150497.0
2906,185540.03
2907,111526.9
2908,110957.875
2909,150812.0
2910,80829.484
2911,94141.62
2912,143127.7
2913,88577.445
2914,83280.0
2915,82735.375
2916,88666.63
2917,165347.73
2918,115745.414
2919,214329.4
